YearStart,LocationAbbr,StratificationCategory1,Stratification1,Data_Value
2022,CA,Education,High school graduate,29.0
2022,CA,Race/Ethnicity,Hispanic,36.0
2022,CA,Income,"Less than $15,000",36.0
2022,CA,Education,Less than high school,36.7
2022,CA,Sex,Male,28.2
2022,CA,Race/Ethnicity,Non-Hispanic Black,38.7
2022,CA,Race/Ethnicity,Non-Hispanic White,25.8
2022,CA,Education,Some college or technical school,32.0
2022,CA,Total,Total,28.1
2022,CO,Income,"$15,000 - $24,999",30.4
2022,CO,Income,"$25,000 - $34,999",26.7
2022,CO,Income,"$35,000 - $49,999",27.6
2022,CO,Income,"$50,000 - $74,999",27.6
2022,CO,Income,"$75,000 or greater",26.1
2022,CO,Age (years),18 - 24,15.0
2022,CO,Race/Ethnicity,2 or more races,15.8
2022,CO,Age (years),25 - 34,23.9
2022,CO,Age (years),35 - 44,25.3
2022,CO,Age (years),45 - 54,29.2
2022,CO,Age (years),55 - 64,31.2
2022,CO,Age (years),65 or older,24.0
2022,CO,Race/Ethnicity,American Indian/Alaska Native,39.2
2022,CO,Race/Ethnicity,Asian,12.8
2022,CO,Education,College graduate,20.2
2022,CO,Income,Data not reported,21.8
2022,CO,Sex,Female,25.2
2022,CO,Education,High school graduate,27.8
2022,CO,Race/Ethnicity,Hispanic,30.4
2022,CO,Income,"Less than $15,000",33.0
2022,CO,Education,Less than high school,29.4
2022,CO,Sex,Male,24.9
2022,CO,Race/Ethnicity,Non-Hispanic Black,29.0
2022,CO,Race/Ethnicity,Non-Hispanic White,24.1
2022,CO,Education,Some college or technical school,28.2
2022,CO,Total,Total,25.0
2022,CT,Income,"$15,000 - $24,999",35.7
2022,CT,Income,"$25,000 - $34,999",42.7
2022,CT,Income,"$35,000 - $49,999",36.8
2022,CT,Income,"$50,000 - $74,999",31.7
2022,CT,Income,"$75,000 or greater",28.4
2022,CT,Age (years),18 - 24,19.6
2022,CT,Race/Ethnicity,2 or more races,33.7
2022,CT,Age (years),25 - 34,32.1
2022,CT,Age (years),35 - 44,32.8
2022,CT,Age (years),45 - 54,33.7
2022,CT,Age (years),55 - 64,34.8
2022,CT,Age (years),65 or older,28.6
2022,CT,Race/Ethnicity,Asian,13.4
2022,CT,Education,College graduate,23.6
2022,CT,Income,Data not reported,26.7
2022,CT,Sex,Female,30.8
2022,CT,Education,High school graduate,33.8
2022,CT,Race/Ethnicity,Hispanic,37.1
2022,CT,Income,"Less than $15,000",38.7
2022,CT,Education,Less than high school,38.5
2022,CT,Sex,Male,30.4
2022,CT,Race/Ethnicity,Non-Hispanic Black,38.4
2022,CT,Race/Ethnicity,Non-Hispanic White,28.8
2022,CT,Education,Some college or technical school,34.8
2022,CT,Total,Total,30.6
2022,DE,Income,"$15,000 - $24,999",42.8
2022,DE,Income,"$25,000 - $34,999",41.3
2022,DE,Income,"$35,000 - $49,999",39.3
2022,DE,Income,"$50,000 - $74,999",37.2
2022,DE,Income,"$75,000 or greater",41.3
2022,DE,Age (years),18 - 24,28.0
2022,DE,Race/Ethnicity,2 or more races,40.2
2022,DE,Age (years),25 - 34,34.3
2022,DE,Age (years),35 - 44,42.4
2022,DE,Age (years),45 - 54,44.6
2022,DE,Age (years),55 - 64,42.0
2022,DE,Age (years),65 or older,35.0
2022,DE,Race/Ethnicity,Asian,18.7
2022,DE,Education,College graduate,35.6
2022,DE,Income,Data not reported,34.4
2022,DE,Sex,Female,40.5
2022,DE,Education,High school graduate,37.3
2022,DE,Race/Ethnicity,Hispanic,35.4
2022,DE,Income,"Less than $15,000",42.0
2022,DE,Education,Less than high school,46.5
2022,DE,Sex,Male,35.3
2022,DE,Race/Ethnicity,Non-Hispanic Black,49.2
2022,DE,Race/Ethnicity,Non-Hispanic White,35.4
2022,DE,Education,Some college or technical school,38.3
2022,DE,Total,Total,37.9
2022,DC,Income,"$15,000 - $24,999",37.2
2022,DC,Income,"$25,000 - $34,999",41.5
2022,DC,Income,"$35,000 - $49,999",31.1
2022,DC,Income,"$50,000 - $74,999",20.6
2022,DC,Income,"$75,000 or greater",24.9
2022,DC,Age (years),18 - 24,23.3
2022,DC,Race/Ethnicity,2 or more races,8.3
2022,DC,Age (years),25 - 34,16.5
2022,DC,Age (years),35 - 44,24.6
2022,DC,Age (years),45 - 54,31.0
2022,DC,Age (years),55 - 64,36.3
2022,DC,Age (years),65 or older,23.2
2022,DC,Race/Ethnicity,Asian,13.8
2022,DC,Education,College graduate,17.4
2022,DC,Income,Data not reported,19.7
2022,DC,Sex,Female,27.0
2022,DC,Education,High school graduate,41.3
2022,DC,Race/Ethnicity,Hispanic,26.4
2022,DC,Income,"Less than $15,000",31.2
2022,DC,Education,Less than high school,35.9
2022,DC,Sex,Male,21.5
2022,DC,Race/Ethnicity,Non-Hispanic Black,39.2
2022,DC,Race/Ethnicity,Non-Hispanic White,14.3
2022,DC,Education,Some college or technical school,28.7
2022,DC,Total,Total,24.3
2022,FL,Income,"$15,000 - $24,999",40.0
2022,FL,Income,"$25,000 - $34,999",31.8
2022,FL,Income,"$35,000 - $49,999",37.5
2022,FL,Income,"$50,000 - $74,999",31.6
2022,FL,Income,"$75,000 or greater",33.0
2022,FL,Age (years),18 - 24,21.2
2022,FL,Race/Ethnicity,2 or more races,29.1
2022,FL,Age (years),25 - 34,28.1
2022,FL,Age (years),35 - 44,35.8
2022,FL,Age (years),45 - 54,38.7
2022,FL,Age (years),55 - 64,34.9
2022,FL,Age (years),65 or older,29.2
2022,FL,Race/Ethnicity,American Indian/Alaska Native,40.9
2022,FL,Race/Ethnicity,Asian,17.1
2022,FL,Education,College graduate,25.1
2022,FL,Income,Data not reported,27.5
2022,FL,Sex,Female,30.8
2022,FL,Education,High school graduate,34.1
2022,FL,Race/Ethnicity,Hispanic,35.2
2022,FL,Income,"Less than $15,000",33.4
2022,FL,Education,Less than high school,38.4
2022,FL,Sex,Male,32.4
2022,FL,Race/Ethnicity,Non-Hispanic Black,37.6
2022,FL,Race/Ethnicity,Non-Hispanic White,29.8
2022,FL,Education,Some college or technical school,32.9
2022,FL,Total,Total,31.6
2022,GA,Income,"$15,000 - $24,999",42.5
2022,GA,Income,"$25,000 - $34,999",44.0
2022,GA,Income,"$35,000 - $49,999",42.7
2022,GA,Income,"$50,000 - $74,999",40.5
2022,GA,Income,"$75,000 or greater",34.3
2022,GA,Age (years),18 - 24,25.9
2022,GA,Race/Ethnicity,2 or more races,38.3
2022,GA,Age (years),25 - 34,36.3
2022,GA,Age (years),35 - 44,44.0
2022,GA,Age (years),45 - 54,42.9
2022,GA,Age (years),55 - 64,39.4
2022,GA,Age (years),65 or older,32.3
2022,GA,Race/Ethnicity,American Indian/Alaska Native,19.5
2022,GA,Race/Ethnicity,Asian,17.2
2022,GA,Education,College graduate,30.3
2022,GA,Income,Data not reported,32.1
2022,GA,Sex,Female,39.9
2022,GA,Education,High school graduate,40.1
2022,GA,Race/Ethnicity,Hispanic,31.9
2022,GA,Income,"Less than $15,000",36.9
2022,GA,Education,Less than high school,40.9
2022,GA,Sex,Male,34.1
2022,GA,Race/Ethnicity,Non-Hispanic Black,45.7
2022,GA,Race/Ethnicity,Non-Hispanic White,34.8
2022,GA,Education,Some college or technical school,39.3
2022,GA,Total,Total,37.0
2022,HI,Income,"$15,000 - $24,999",32.3
2022,HI,Income,"$25,000 - $34,999",25.6
2022,HI,Income,"$35,000 - $49,999",25.3
2022,HI,Income,"$50,000 - $74,999",27.7
2022,HI,Income,"$75,000 or greater",26.0
2022,HI,Age (years),18 - 24,21.8
2022,HI,Race/Ethnicity,2 or more races,38.7
2022,HI,Age (years),25 - 34,26.2
2022,HI,Age (years),35 - 44,33.9
2022,HI,Age (years),45 - 54,34.4
2022,HI,Age (years),55 - 64,25.6
2022,HI,Age (years),65 or older,18.0
2022,HI,Race/Ethnicity,Asian,18.8
2022,HI,Education,College graduate,19.7
2022,HI,Income,Data not reported,24.0
2022,HI,Sex,Female,24.8
2022,HI,Race/Ethnicity,Hawaiian/Pacific Islander,48.9
2022,HI,Education,High school graduate,29.6
2022,HI,Race/Ethnicity,Hispanic,32.0
2022,HI,Income,"Less than $15,000",28.1
2022,HI,Education,Less than high school,34.5
2022,HI,Sex,Male,27.0
2022,HI,Race/Ethnicity,Non-Hispanic Black,33.1
2022,HI,Race/Ethnicity,Non-Hispanic White,18.2
2022,HI,Education,Some college or technical school,26.5
2022,HI,Total,Total,25.9
2022,ID,Income,"$15,000 - $24,999",31.3
2022,ID,Income,"$25,000 - $34,999",34.7
2022,ID,Income,"$35,000 - $49,999",31.4
2022,ID,Income,"$50,000 - $74,999",34.2
2022,ID,Income,"$75,000 or greater",34.9
2022,ID,Age (years),18 - 24,25.0
2022,ID,Race/Ethnicity,2 or more races,32.7
2022,ID,Age (years),25 - 34,29.4
2022,ID,Age (years),35 - 44,38.2
2022,ID,Age (years),45 - 54,39.0
2022,ID,Age (years),55 - 64,36.9
2022,ID,Age (years),65 or older,30.9
2022,ID,Race/Ethnicity,American Indian/Alaska Native,45.9
2022,ID,Education,College graduate,28.1
2022,ID,Income,Data not reported,32.3
2022,ID,Sex,Female,33.0
2022,ID,Education,High school graduate,33.4
2022,ID,Race/Ethnicity,Hispanic,36.2
2022,ID,Income,"Less than $15,000",36.1
2022,ID,Education,Less than high school,40.6
2022,ID,Sex,Male,33.4
2022,ID,Race/Ethnicity,Non-Hispanic White,32.8
2022,ID,Education,Some college or technical school,35.1
2022,ID,Total,Total,33.2
2022,IL,Income,"$15,000 - $24,999",37.8
2022,IL,Income,"$25,000 - $34,999",30.0
2022,IL,Income,"$35,000 - $49,999",33.3
2022,IL,Income,"$50,000 - $74,999",39.3
2022,IL,Income,"$75,000 or greater",33.5
2022,IL,Age (years),18 - 24,19.9
2022,IL,Race/Ethnicity,2 or more races,38.9
2022,IL,Age (years),25 - 34,30.0
2022,IL,Age (years),35 - 44,32.3
2022,IL,Age (years),45 - 54,40.0
2022,IL,Age (years),55 - 64,43.5
2022,IL,Age (years),65 or older,31.6
2022,IL,Race/Ethnicity,Asian,10.2
2022,IL,Education,College graduate,27.4
2022,IL,Income,Data not reported,28.9
2022,IL,Sex,Female,35.7
2022,IL,Education,High school graduate,37.3
2022,IL,Race/Ethnicity,Hispanic,39.9
2022,IL,Income,"Less than $15,000",46.7
2022,IL,Education,Less than high school,40.5
2022,IL,Sex,Male,31.0
2022,IL,Race/Ethnicity,Non-Hispanic Black,45.0
2022,IL,Race/Ethnicity,Non-Hispanic White,30.7
2022,IL,Education,Some college or technical school,34.1
2022,IL,Total,Total,33.4
2022,IN,Income,"$15,000 - $24,999",39.4
2022,IN,Income,"$25,000 - $34,999",40.1
2022,IN,Income,"$35,000 - $49,999",38.7
2022,IN,Income,"$50,000 - $74,999",39.8
2022,IN,Income,"$75,000 or greater",41.1
2022,IN,Age (years),18 - 24,25.3
2022,IN,Race/Ethnicity,2 or more races,29.3
2022,IN,Age (years),25 - 34,38.3
2022,IN,Age (years),35 - 44,44.0
2022,IN,Age (years),45 - 54,46.1
2022,IN,Age (years),55 - 64,40.9
2022,IN,Age (years),65 or older,32.4
2022,IN,Race/Ethnicity,Asian,9.3
2022,IN,Education,College graduate,34.6
2022,IN,Income,Data not reported,34.3
2022,IN,Sex,Female,38.8
2022,IN,Education,High school graduate,37.7
2022,IN,Race/Ethnicity,Hispanic,40.7
2022,IN,Income,"Less than $15,000",37.9
2022,IN,Education,Less than high school,40.9
2022,IN,Sex,Male,36.6
2022,IN,Race/Ethnicity,Non-Hispanic Black,42.4
2022,IN,Race/Ethnicity,Non-Hispanic White,38.0
2022,IN,Education,Some college or technical school,38.8
2022,IN,Total,Total,37.7
2022,IA,Income,"$15,000 - $24,999",46.7
2022,IA,Income,"$25,000 - $34,999",40.6
2022,IA,Income,"$35,000 - $49,999",36.7
2022,IA,Income,"$50,000 - $74,999",38.5
2022,IA,Income,"$75,000 or greater",36.1
2022,IA,Age (years),18 - 24,23.5
2022,IA,Race/Ethnicity,2 or more races,43.1
2022,IA,Age (years),25 - 34,37.2
2022,IA,Age (years),35 - 44,41.3
2022,IA,Age (years),45 - 54,46.8
2022,IA,Age (years),55 - 64,40.1
2022,IA,Age (years),65 or older,35.1
2022,IA,Race/Ethnicity,Asian,10.9
2022,IA,Education,College graduate,31.9
2022,IA,Income,Data not reported,33.9
2022,IA,Sex,Female,39.1
2022,IA,Education,High school graduate,39.2
2022,IA,Race/Ethnicity,Hispanic,38.6
2022,IA,Income,"Less than $15,000",45.3
2022,IA,Education,Less than high school,37.6
2022,IA,Sex,Male,35.8
2022,IA,Race/Ethnicity,Non-Hispanic Black,36.3
2022,IA,Race/Ethnicity,Non-Hispanic White,37.9
2022,IA,Education,Some college or technical school,40.0
2022,IA,Total,Total,37.4
2022,KS,Income,"$15,000 - $24,999",39.5
2022,KS,Income,"$25,000 - $34,999",38.3
2022,KS,Income,"$35,000 - $49,999",38.0
2022,KS,Income,"$50,000 - $74,999",39.0
2022,KS,Income,"$75,000 or greater",36.6
2022,KS,Age (years),18 - 24,24.5
2022,KS,Race/Ethnicity,2 or more races,39.5
2022,KS,Age (years),25 - 34,37.2
2022,KS,Age (years),35 - 44,42.6
2022,KS,Age (years),45 - 54,38.7
2022,KS,Age (years),55 - 64,40.4
2022,KS,Age (years),65 or older,31.5
2022,KS,Race/Ethnicity,American Indian/Alaska Native,37.6
2022,KS,Race/Ethnicity,Asian,11.0
2022,KS,Education,College graduate,31.7
2022,KS,Income,Data not reported,31.7
2022,KS,Sex,Female,36.8
2022,KS,Education,High school graduate,38.6
2022,KS,Race/Ethnicity,Hispanic,39.3
2022,KS,Income,"Less than $15,000",36.8
2022,KS,Education,Less than high school,35.1
2022,KS,Sex,Male,34.7
2022,KS,Race/Ethnicity,Non-Hispanic Black,37.2
2022,KS,Race/Ethnicity,Non-Hispanic White,35.6
2022,KS,Education,Some college or technical school,37.3
2022,KS,Total,Total,35.7
2022,KY,Income,"$15,000 - $24,999",44.1
2022,KY,Income,"$25,000 - $34,999",44.1
2022,KY,Income,"$35,000 - $49,999",35.7
2022,KY,Income,"$50,000 - $74,999",35.2
2022,KY,Income,"$75,000 or greater",35.9
2022,KY,Age (years),18 - 24,24.1
2022,KY,Age (years),25 - 34,38.7
2022,KY,Age (years),35 - 44,43.8
2022,KY,Age (years),45 - 54,42.6
2022,KY,Age (years),55 - 64,41.5
2022,KY,Age (years),65 or older,33.7
2022,KY,Education,College graduate,31.6
2022,KY,Income,Data not reported,35.5
2022,KY,Sex,Female,36.7
2022,KY,Education,High school graduate,40.9
2022,KY,Race/Ethnicity,Hispanic,43.7
2022,KY,Income,"Less than $15,000",43.6
2022,KY,Education,Less than high school,34.5
2022,KY,Sex,Male,38.7
2022,KY,Race/Ethnicity,Non-Hispanic Black,41.6
2022,KY,Race/Ethnicity,Non-Hispanic White,37.4
2022,KY,Education,Some college or technical school,40.1
2022,KY,Total,Total,37.7
2022,LA,Income,"$15,000 - $24,999",43.8
2022,LA,Income,"$25,000 - $34,999",44.6
2022,LA,Income,"$35,000 - $49,999",39.4
2022,LA,Income,"$50,000 - $74,999",39.5
2022,LA,Income,"$75,000 or greater",43.5
2022,LA,Age (years),18 - 24,23.3
2022,LA,Race/Ethnicity,2 or more races,38.8
2022,LA,Age (years),25 - 34,38.6
2022,LA,Age (years),35 - 44,47.0
2022,LA,Age (years),45 - 54,48.2
2022,LA,Age (years),55 - 64,43.1
2022,LA,Age (years),65 or older,37.3
2022,LA,Race/Ethnicity,American Indian/Alaska Native,45.0
2022,LA,Education,College graduate,33.0
2022,LA,Income,Data not reported,36.5
2022,LA,Sex,Female,42.5
2022,LA,Education,High school graduate,42.1
2022,LA,Race/Ethnicity,Hispanic,39.0
2022,LA,Income,"Less than $15,000",41.3
2022,LA,Education,Less than high school,44.7
2022,LA,Sex,Male,37.6
2022,LA,Race/Ethnicity,Non-Hispanic Black,47.1
2022,LA,Race/Ethnicity,Non-Hispanic White,37.4
2022,LA,Education,Some college or technical school,41.2
2022,LA,Total,Total,40.1
2022,ME,Income,"$15,000 - $24,999",32.5
2022,ME,Income,"$25,000 - $34,999",40.4
2022,ME,Income,"$35,000 - $49,999",35.2
2022,ME,Income,"$50,000 - $74,999",35.5
2022,ME,Income,"$75,000 or greater",30.8
2022,ME,Age (years),18 - 24,23.4
2022,ME,Race/Ethnicity,2 or more races,47.4
2022,ME,Age (years),25 - 34,35.5
2022,ME,Age (years),35 - 44,34.2
2022,ME,Age (years),45 - 54,37.8
2022,ME,Age (years),55 - 64,39.2
2022,ME,Age (years),65 or older,28.4
2022,ME,Race/Ethnicity,American Indian/Alaska Native,46.6
2022,ME,Education,College graduate,27.6
2022,ME,Income,Data not reported,29.2
2022,ME,Sex,Female,33.6
2022,ME,Education,High school graduate,34.9
2022,ME,Race/Ethnicity,Hispanic,38.7
2022,ME,Income,"Less than $15,000",45.0
2022,ME,Education,Less than high school,32.1
2022,ME,Sex,Male,32.6
2022,ME,Race/Ethnicity,Non-Hispanic Black,41.2
2022,ME,Race/Ethnicity,Non-Hispanic White,32.4
2022,ME,Education,Some college or technical school,37.0
2022,ME,Total,Total,33.1
2022,MD,Income,"$15,000 - $24,999",36.2
2022,MD,Income,"$25,000 - $34,999",39.4
2022,MD,Income,"$35,000 - $49,999",34.3
2022,MD,Income,"$50,000 - $74,999",38.4
2022,MD,Income,"$75,000 or greater",33.4
2022,MD,Age (years),18 - 24,22.3
2022,MD,Race/Ethnicity,2 or more races,38.8
2022,MD,Age (years),25 - 34,31.8
2022,MD,Age (years),35 - 44,38.9
2022,MD,Age (years),45 - 54,40.0
2022,MD,Age (years),55 - 64,37.3
2022,MD,Age (years),65 or older,27.9
2022,MD,Race/Ethnicity,American Indian/Alaska Native,23.4
2022,MD,Race/Ethnicity,Asian,12.2
2022,MD,Education,College graduate,26.9
2022,MD,Income,Data not reported,30.2
2022,MD,Sex,Female,34.8
2022,MD,Education,High school graduate,37.6
2022,MD,Race/Ethnicity,Hispanic,33.9
2022,MD,Income,"Less than $15,000",35.2
2022,MD,Education,Less than high school,35.9
2022,MD,Sex,Male,31.5
2022,MD,Race/Ethnicity,Non-Hispanic Black,42.0
2022,MD,Race/Ethnicity,Non-Hispanic White,30.7
2022,MD,Education,Some college or technical school,37.1
2022,MD,Total,Total,33.2
2022,MA,Income,"$15,000 - $24,999",33.0
2022,MA,Income,"$25,000 - $34,999",33.2
2022,MA,Income,"$35,000 - $49,999",32.8
2022,MA,Income,"$50,000 - $74,999",31.7
2022,MA,Income,"$75,000 or greater",28.6
2022,MA,Age (years),18 - 24,14.0
2022,MA,Race/Ethnicity,2 or more races,30.7
2022,MA,Age (years),25 - 34,26.6
2022,MA,Age (years),35 - 44,28.2
2022,MA,Age (years),45 - 54,31.4
2022,MA,Age (years),55 - 64,33.2
2022,MA,Age (years),65 or older,27.0
2022,MA,Race/Ethnicity,Asian,10.4
2022,MA,Education,College graduate,22.4
2022,MA,Income,Data not reported,23.4
2022,MA,Sex,Female,26.5
2022,MA,Education,High school graduate,31.5
2022,MA,Race/Ethnicity,Hispanic,30.6
2022,MA,Income,"Less than $15,000",36.6
2022,MA,Education,Less than high school,30.2
2022,MA,Sex,Male,28.0
2022,MA,Race/Ethnicity,Non-Hispanic Black,38.0
2022,MA,Race/Ethnicity,Non-Hispanic White,27.5
2022,MA,Education,Some college or technical school,30.0
2022,MA,Total,Total,27.2
2022,MI,Income,"$15,000 - $24,999",39.1
2022,MI,Income,"$25,000 - $34,999",35.8
2022,MI,Income,"$35,000 - $49,999",35.1
2022,MI,Income,"$50,000 - $74,999",36.8
2022,MI,Income,"$75,000 or greater",32.8
2022,MI,Age (years),18 - 24,19.7
2022,MI,Race/Ethnicity,2 or more races,34.0
2022,MI,Age (years),25 - 34,33.2
2022,MI,Age (years),35 - 44,38.9
2022,MI,Age (years),45 - 54,39.9
2022,MI,Age (years),55 - 64,39.2
2022,MI,Age (years),65 or older,33.4
2022,MI,Race/Ethnicity,American Indian/Alaska Native,26.9
2022,MI,Race/Ethnicity,Asian,9.6
2022,MI,Education,College graduate,29.7
2022,MI,Income,Data not reported,31.3
2022,MI,Sex,Female,35.6
2022,MI,Education,High school graduate,35.6
2022,MI,Race/Ethnicity,Hispanic,37.5
2022,MI,Income,"Less than $15,000",44.2
2022,MI,Education,Less than high school,36.5
2022,MI,Sex,Male,33.4
2022,MI,Race/Ethnicity,Non-Hispanic Black,42.7
2022,MI,Race/Ethnicity,Non-Hispanic White,34.4
2022,MI,Education,Some college or technical school,37.0
2022,MI,Total,Total,34.5
2022,MN,Income,"$15,000 - $24,999",40.4
2022,MN,Income,"$25,000 - $34,999",33.4
2022,MN,Income,"$35,000 - $49,999",33.6
2022,MN,Income,"$50,000 - $74,999",35.3
2022,MN,Income,"$75,000 or greater",36.1
2022,MN,Age (years),18 - 24,19.6
2022,MN,Race/Ethnicity,2 or more races,46.0
2022,MN,Age (years),25 - 34,33.0
2022,MN,Age (years),35 - 44,35.6
2022,MN,Age (years),45 - 54,40.2
2022,MN,Age (years),55 - 64,38.6
2022,MN,Age (years),65 or older,32.0
2022,MN,Race/Ethnicity,American Indian/Alaska Native,44.8
2022,MN,Race/Ethnicity,Asian,19.1
2022,MN,Education,College graduate,29.4
2022,MN,Income,Data not reported,31.1
2022,MN,Sex,Female,32.6
2022,MN,Education,High school graduate,33.8
2022,MN,Race/Ethnicity,Hispanic,35.9
2022,MN,Income,"Less than $15,000",39.4
2022,MN,Education,Less than high school,40.4
2022,MN,Sex,Male,34.6
2022,MN,Race/Ethnicity,Non-Hispanic Black,36.5
2022,MN,Race/Ethnicity,Non-Hispanic White,33.6
2022,MN,Education,Some college or technical school,36.6
2022,MN,Total,Total,33.6
2022,MS,Income,"$15,000 - $24,999",41.2
2022,MS,Income,"$25,000 - $34,999",40.2
2022,MS,Income,"$35,000 - $49,999",47.2
2022,MS,Income,"$50,000 - $74,999",36.6
2022,MS,Income,"$75,000 or greater",40.3
2022,MS,Age (years),18 - 24,26.3
2022,MS,Age (years),25 - 34,43.3
2022,MS,Age (years),35 - 44,41.9
2022,MS,Age (years),45 - 54,48.3
2022,MS,Age (years),55 - 64,45.5
2022,MS,Age (years),65 or older,32.7
2022,MS,Education,College graduate,39.3
2022,MS,Income,Data not reported,35.8
2022,MS,Sex,Female,41.9
2022,MS,Education,High school graduate,38.7
2022,MS,Race/Ethnicity,Hispanic,45.4
2022,MS,Income,"Less than $15,000",40.5
2022,MS,Education,Less than high school,36.0
2022,MS,Sex,Male,37.0
2022,MS,Race/Ethnicity,Non-Hispanic Black,47.6
2022,MS,Race/Ethnicity,Non-Hispanic White,35.2
2022,MS,Education,Some college or technical school,41.8
2022,MS,Total,Total,39.5
2022,MO,Income,"$15,000 - $24,999",43.5
2022,MO,Income,"$25,000 - $34,999",42.3
2022,MO,Income,"$35,000 - $49,999",38.4
2022,MO,Income,"$50,000 - $74,999",37.4
2022,MO,Income,"$75,000 or greater",39.3
2022,MO,Age (years),18 - 24,22.1
2022,MO,Race/Ethnicity,2 or more races,44.6
2022,MO,Age (years),25 - 34,34.2
2022,MO,Age (years),35 - 44,41.6
2022,MO,Age (years),45 - 54,45.7
2022,MO,Age (years),55 - 64,40.5
2022,MO,Age (years),65 or older,33.3
2022,MO,Race/Ethnicity,American Indian/Alaska Native,35.7
2022,MO,Race/Ethnicity,Asian,8.5
2022,MO,Education,College graduate,33.5
2022,MO,Income,Data not reported,31.5
2022,MO,Sex,Female,37.6
2022,MO,Education,High school graduate,34.4
2022,MO,Race/Ethnicity,Hispanic,37.2
2022,MO,Income,"Less than $15,000",41.3
2022,MO,Education,Less than high school,41.8
2022,MO,Sex,Male,35.3
2022,MO,Race/Ethnicity,Non-Hispanic Black,42.0
2022,MO,Race/Ethnicity,Non-Hispanic White,36.2
2022,MO,Education,Some college or technical school,39.5
2022,MO,Total,Total,36.4
2022,MT,Income,"$15,000 - $24,999",32.6
2022,MT,Income,"$25,000 - $34,999",27.9
2022,MT,Income,"$35,000 - $49,999",29.9
2022,MT,Income,"$50,000 - $74,999",33.2
2022,MT,Income,"$75,000 or greater",36.0
2022,MT,Age (years),18 - 24,18.3
2022,MT,Race/Ethnicity,2 or more races,36.7
2022,MT,Age (years),25 - 34,30.2
2022,MT,Age (years),35 - 44,34.6
2022,MT,Age (years),45 - 54,33.9
2022,MT,Age (years),55 - 64,36.3
2022,MT,Age (years),65 or older,28.1
